"","c_c_cx","f_fr_cx_x","c_c_cx_us","f_mn_cx_xs","f_sd_cx_xs","c_c_dx","f_fr_dx_x","f_sd_dx_xs","c_c_dx_b0","f_fr_dx_tb_b0","f_mn_xs_dx_b0","f_sd_xs_dx_b0","f_mn_tg_dx_b0","f_sd_tg_dx_b0","c_c_dx_b1","f_fr_dx_tb_b1","f_mn_xs_dx_b1","f_sd_xs_dx_b1","f_mn_tg_dx_b1","f_sd_tg_dx_b1"
"16",72,0.24,2,56.1666666666667,1.40435829552939,228,0.76,657.85165910137,125,0.548245614035088,299.968,5.12257811150543,1.0260330573205,0.561030986203676,103,0.451754385964912,1550.32038834951,15.0384707910305,0.968935779496735,0.547676398524744
"17",74,0.246666666666667,1,56,0,226,0.753333333333333,658.257771945081,127,0.561946902654867,294.59842519685,14.646056351416,0.94301868620373,0.541286867480286,99,0.438053097345133,1551.90909090909,10.4216964053938,0.999115936610164,0.55322815793802
"18",73,0.243333333333333,1,56,0,227,0.756666666666667,655.273398339537,123,0.541850220264317,304.821138211382,3.66379072837032,1.07729202411214,0.571238448860378,104,0.458149779735683,1546.15384615385,15.126651009831,1.07900550758954,0.61688151467411
"19",82,0.273333333333333,2,56.1463414634146,1.31707317073171,218,0.726666666666667,649.465613497666,130,0.596330275229358,321.969230769231,36.36533151096,1.014461338058,0.559923659406882,88,0.403669724770642,1565.13636363636,10.313575263251,0.943194496220556,0.504533660794456
"20",75,0.25,2,56.16,1.37637204272682,225,0.75,655.907744943253,120,0.533333333333333,302.641666666667,272.440429791471,1.00496856705481,0.567647693786888,105,0.466666666666667,1546.50476190476,16.0405526081121,1.02702751984963,0.557509014639811
"21",72,0.24,2,56.1666666666667,1.40435829552939,228,0.76,658.360119550437,128,0.56140350877193,292.546875,6.3099465675388,1.08851483299976,0.555188654871145,100,0.43859649122807,1546.36,18.32,0.97780326881794,0.598948502611753
"22",70,0.233333333333333,2,56.5142857142857,2.43041946492991,230,0.766666666666667,654.117363488687,128,0.556521739130435,297.484375,55.1217875454759,1.04912230536694,0.591141692561166,102,0.443478260869565,1539.29411764706,56.4687156552269,1.08163818510452,0.584006969173054
"23",82,0.273333333333333,1,56,0,218,0.726666666666667,648.505798140126,122,0.559633027522936,325.475409836066,0.925177118657214,0.998721784796597,0.549220751792414,96,0.440366972477064,1550.20833333333,13.549416169084,0.986918183376915,0.553765119839765
"24",79,0.263333333333333,1,56,0,221,0.736666666666667,655.443676274294,122,0.552036199095023,304.852459016393,279.17252574096,1.08744126509044,0.576740486741082,99,0.447963800904977,1547.10101010101,10.64404069258,1.00359663184808,0.564372966326868
"25",77,0.256666666666667,2,56.3116883116883,1.90869330606481,223,0.743333333333333,657.722928246269,126,0.565022421524664,301.920634920635,38.7357959987964,1.0364231338501,0.56944825988526,97,0.434977578475336,1556.27835051546,8.54561221845994,1.0773598998785,0.585514967794694
"26",76,0.253333333333333,2,56.1578947368421,1.36740853229122,224,0.746666666666667,656.492387923111,124,0.553571428571429,299.846774193548,6.26504478371814,1.06559924575371,0.573424373477732,100,0.446428571428571,1549.24,14.7340719487342,1.01687185932892,0.567379280414093
"27",71,0.236666666666667,2,56.169014084507,1.41407328428294,229,0.763333333333333,652.649912230616,127,0.554585152838428,312.196850393701,37.6662982827547,1.05459635598319,0.577952713809909,102,0.445414847161572,1547.37254901961,17.046000839629,1.04509384089177,0.565317037445414
"28",77,0.256666666666667,1,56,0,223,0.743333333333333,651.090515533782,123,0.551569506726457,318.577235772358,0.498718123858944,1.04179950034032,0.580255034053079,100,0.448430493273543,1548.94,16.4960108907773,1.06930860846934,0.590951965731053
